panel,cutoff,seed,model,year,elapsed,auc,baseline,delta,n,n_baseline
balanced,2018,3,RF,2022,4,0.6905170278637769,0.7202559152576558,-0.029738887393878866,1155,9240
balanced,2018,3,RF,2023,5,0.7133167085758741,0.7202559152576558,-0.006939206681781607,1155,9240
balanced,2018,3,GBM,2019,1,0.7455634717375375,0.7330546178929825,0.012508853844554912,1155,9240
balanced,2018,3,GBM,2020,2,0.770942822617769,0.7330546178929825,0.03788820472478649,1155,9240
balanced,2018,3,GBM,2021,3,0.6630208922882878,0.7330546178929825,-0.07003372560469479,1155,9240
balanced,2018,3,GBM,2022,4,0.6942987616099071,0.7330546178929825,-0.03875585628307543,1155,9240
balanced,2018,3,GBM,2023,5,0.7191290062655422,0.7330546178929825,-0.013925611627440326,1155,9240
balanced,2018,4,LogReg,2019,1,0.6991396761133603,0.7098023179713157,-0.010662641857955402,1155,9240
balanced,2018,4,LogReg,2020,2,0.6984886625297584,0.7098023179713157,-0.011313655441557269,1155,9240
balanced,2018,4,LogReg,2021,3,0.6273219750904241,0.7098023179713157,-0.08248034288089157,1155,9240
balanced,2018,4,LogReg,2022,4,0.6553055555555555,0.7098023179713157,-0.05449676241576018,1155,9240
balanced,2018,4,LogReg,2023,5,0.7089378550525047,0.7098023179713157,-0.0008644629188109265,1155,9240
balanced,2018,4,RF,2019,1,0.7094695165515599,0.710101347177829,-0.0006318306262691475,1155,9240
balanced,2018,4,RF,2020,2,0.697469070756742,0.710101347177829,-0.012632276421086996,1155,9240
balanced,2018,4,RF,2021,3,0.6293268522610105,0.710101347177829,-0.08077449491681854,1155,9240
balanced,2018,4,RF,2022,4,0.6579444444444444,0.710101347177829,-0.05215690273338458,1155,9240
balanced,2018,4,RF,2023,5,0.6981821311757617,0.710101347177829,-0.011919216002067357,1155,9240
balanced,2018,4,GBM,2019,1,0.710219323053108,0.718760190350102,-0.008540867296993992,1155,9240
balanced,2018,4,GBM,2020,2,0.707042988721071,0.718760190350102,-0.011717201629031004,1155,9240
balanced,2018,4,GBM,2021,3,0.6381319454673409,0.718760190350102,-0.0806282448827611,1155,9240
balanced,2018,4,GBM,2022,4,0.6738904320987654,0.718760190350102,-0.044869758251336544,1155,9240
balanced,2018,4,GBM,2023,5,0.7088948183852642,0.718760190350102,-0.009865371964837721,1155,9240
balanced,2016,0,LogReg,2017,1,0.7677363301001295,0.7264669998952324,0.04126933020489709,1155,6930
balanced,2016,0,LogReg,2018,2,0.7240241675464376,0.7264669998952324,-0.0024428323487948322,1155,6930
balanced,2016,0,LogReg,2019,3,0.7239902619306016,0.7264669998952324,-0.002476737964630882,1155,6930
